"","x"
"643",-0.705180307102413
"644",-0.806706315867431
"645",-0.888158623638631
"646",-1.13543824897054
"647",-0.0302665718846784
"648",-0.0785559618862205
"649",-0.191823410098143
"650",-0.277351882554854
"651",-0.403772384954024
"652",-0.496525071892952
"653",-0.570654665837329
"654",-0.796929332720758
"655",0.248249320845438
"656",0.194011936825129
"657",0.0914213407950009
"658",0.0139462582399317
"659",-0.100584974034384
"660",-0.186446796685774
"661",-0.253484978358015
"662",-0.456885919372117
"663",0.52755601369508
"664",0.468650532883149
"665",0.37665167097287
"666",0.307167860237875
"667",0.204437654425739
"668",0.127723017393264
"669",0.0685703535824731
"670",-0.115252730597337
"671",0.80587959266736
"672",0.745417735341006
"673",0.663925387697942
"674",0.602370652164602
"675",0.50954611532292
"676",0.443714984118461
"677",0.393327469497759
"678",0.228027404516565
"679",1.08692813150064
"680",1.02437336409464
"681",0.953302214472059
"682",0.89751225378835
"683",0.818978590899937
"684",0.760532424456665
"685",0.718017046750851
"686",0.573013595382963
"687",-1.38209653974891
"688",-1.38793870066096
"689",-1.51437886511509
"690",-1.60538752098252
"691",-1.74057399778749
"692",-1.83993903499691
"693",-1.91477800967843
"694",-2.13852015999235
"695",-0.954917841313085
"696",-0.973865172021618
"697",-1.08650845246166
"698",-1.16988375910312
"699",-1.29044237117126
"700",-1.37685118312538
"701",-1.44365638710334
"702",-1.64309910005894
"703",-0.524298157854328
"704",-0.554297259356385
"705",-0.653407071480707
"706",-0.72680268276433
"707",-0.832987769511442
"708",-0.909135513348118
"709",-0.968030530028719
"710",-1.14353835117041
"711",-0.0900266876244176
"712",-0.128887919671506
"713",-0.214727551688697
"714",-0.278327878356293
"715",-0.370390251717861
"716",-0.436445305819744
"717",-0.487553935519682
"718",-0.639493320952547
"719",0.348091335865801
"720",0.302735602077116
"721",0.229903080214731
"722",0.175913650873
"723",0.0977230549814702
"724",0.0415921311157109
"725",-0.00388764992854042
"726",-0.130593296061383
"727",0.790214868059321
"728",0.740973159906138
"729",0.680884989247139
"730",0.636322150817492
"731",0.571752342919369
"732",0.523293366092665
"733",0.488199764031305
"734",0.383559954384491
"735",1.23643040404452
"736",1.18418614428474
"737",1.13632217700546
"738",1.10102730171051
"739",1.0502622747347
"740",1.01410947963094
"741",0.984639652643595
"742",0.900748760867702
"743",1.6848436851148
"744",1.63772458817631
"745",1.60221279571853
"746",1.57602328769289
"747",1.53835157789464
"748",1.51017398736016
"749",1.49295581846816
"750",1.42663726764214
"751",-1.37827620880051
"752",-1.38803440583912
"753",-1.48937301665123
"754",-1.56334213128394
"755",-1.66864810541614
"756",-1.74287329326397
"757",-1.79952208554408
"758",-1.96298492834079
"759",-1.0296447619609
"760",-1.04787959353975
"761",-1.13967483828476
"762",-1.20673039063623
"763",-1.30226956368176
"764",-1.36966183678281
"765",-1.42112256576297
"766",-1.57155334977347
"767",-0.677989897660941
"768",-0.703501053110812
"769",-0.785957851382042
"770",-0.846238643080571
"771",-0.932193394911512
"772",-0.992871118718824
"773",-1.03922881227564
"774",-1.1745245286681
"775",-0.323064608302553
"776",-0.354604231533012
"777",-0.427927037610842
"778",-0.481571738408959
"779",-0.558124444098805
"780",-0.61220606111091
"781",-0.653545836889453
"782",-0.77395402275207
"783",0.0328183343594117
"784",-0.000871441063403693
"785",-0.0652641491620274
"786",-0.112411245598075
"787",-0.1797442204484
"788",-0.227348219581814
"789",-0.263755264156931
"790",-0.369524688685644
"791",0.396086951908585
"792",0.355362378571545
"793",0.302373614722764
"794",0.261585872478355
"795",0.203290429588062
"796",0.162045544264189
"797",0.128145951726927
"798",0.0391054270280681
"799",0.763181337004364
"800",0.720415874180511
"801",0.672511274413204
"802",0.640788617374371
"803",0.588359988934833
"804",0.553928145558548
"805",0.52785562358106
"806",0.452304453749194
"807",1.13434401712901
"808",1.09134662655775
"809",1.05193257951674
"810",1.02323262282767
"811",0.982621687930486
"812",0.954243619831571
"813",0.932751261656933
"814",0.87046809427603
"815",-1.38523867901206
"816",-1.38523867901206
"817",-1.65753735897363
"818",-1.99089001656384
"819",-0.871956796178069
"820",-0.871956796178069
"821",-1.1629564227956
"822",-1.45819490712689
"823",-0.363739089535471
"824",-0.363739089535471
"825",-0.665001478042417
"826",-0.922125789114795
"827",0.138552449256741
"828",0.0961791172087645
"829",-0.163607367837173
"830",-0.382617505650633
"831",0.633466365069297
"832",0.555868872633933
"833",0.341292838575427
"834",0.160396874020884
"835",1.12010183337571
"836",1.01913346870171
"837",0.849767885630635
"838",0.70698609433501
"839",1.59574185168001
"840",1.48604350362781
"841",1.36188837154417
"842",1.25722075350746
"843",2.05648845185217
"844",1.95667146979389
"845",1.87772678869768
"846",1.81117334391989
"847",-1.21444780517032
"848",-1.21444780517032
"849",-1.43396011306139
"850",-1.65885776885021
"851",-2.01566288407322
"852",-2.29813935530057
"853",-0.827422413086258
"854",-0.827422413086258
"855",-1.05465830815115
"856",-1.2583920938674
"857",-1.58161829854469
"858",-1.83750981004877
"859",-2.0514160552002
"860",-0.44140712272336
"861",-0.445329195719448
"862",-0.67218937948105
"863",-0.855363529866976
"864",-1.14508594034493
"865",-1.3744521758543
"866",-1.56618494046249
"867",-2.2372488964548
"868",-0.0566673141441024
"869",-0.086895189186333
"870",-0.287630940000457
"871",-0.449715945808976
"872",-0.706010113103152
"873",-0.908911093100269
"874",-1.07852060607805
"875",-1.67215456111114
"876",0.326457237104711
"877",0.274271530584436
"878",0.0996516070094481
"879",-0.0408058955625736
"880",-0.26433346478285
"881",-0.440829547246715
"882",-0.588366315119576
"883",-1.104746488103
"884",0.707520663978918
"885",0.638273868578667
"886",0.489718022771625
"887",0.370228538569922
"888",0.180003051211439
"889",0.0298511700736273
"890",-0.0956636373941974
"891",-0.534967193526977
"892",1.08591821860573
"893",1.00517829789774
"894",0.882629803960577
"895",0.78406007827474
"896",0.627691563950761
"897",0.503191500282816
"898",0.399647589793105
"899",0.0372425374361446
"900",1.4607908083843
"901",1.37505137830171
"902",1.27845022220564
"903",1.20075171227376
"904",1.07749422912893
"905",0.979923347987187
"906",0.897629301186028
"907",0.61194369009907
"908",-2.05731617742622
"909",-2.05731617742622
"910",-2.21923785713609
"911",-2.42652313787814
"912",-2.7422035791645
"913",-1.43553400836639
"914",-1.43553400836639
"915",-1.61361729894537
"916",-1.7936845684098
"917",-2.06643173613708
"918",-2.27711030884784
"919",-2.44896542162491
"920",-0.812570893035275
"921",-0.812602564069656
"922",-0.999090676674854
"923",-1.15275381388094
"924",-1.38508849689772
"925",-1.56458987851454
"926",-1.70982400171752
"927",-2.19121069059537
"928",-0.188895383482034
"929",-0.215226098044648
"930",-0.377169678749879
"931",-0.501508619975552
"932",-0.695045721983454
"933",-0.843599756263246
"934",-0.963549143820543
"935",-1.3613729804263
"936",0.43440569658075
"937",0.38172549403926
"938",0.255625572105376
"939",0.155529372765092
"940",0.00300263106841353
"941",-0.114866854266372
"942",-0.209749664221975
"943",-0.524699415428602
"944",1.05788407272087
"945",0.990132124376327
"946",0.895371095103995
"947",0.821997444883514
"948",0.70827073016236
"949",0.622027247300503
"950",0.551991130649
"951",0.319221230360562
"952",1.67600948409997
"953",1.60612294091335
"954",1.54523791925892
"955",1.49770816784125
"956",1.42344656881372
"957",1.36752769823347
"958",1.32211668218758
"959",1.17208229289519
"960",2.2838857750035
"961",2.23317406407787
"962",2.20396339948308
"963",2.18187304228579
"964",2.14798122119851
"965",2.12210763620968
"966",2.10109843833839
"967",2.03170036300916
"968",-1.80858968369045
"969",-1.8085965985732
"970",-1.95288713880742
"971",-2.11114377428451
"972",-2.34875312402659
"973",-2.52704086119338
"974",-1.29540168226587
"975",-1.29429308540622
"976",-1.44684646020685
"977",-1.5863667432165
"978",-1.79718970615279
"979",-1.9529342403457
"980",-2.07861493625702
"981",-2.47478681697766
"982",-0.77851279009138
"983",-0.777736359595979
"984",-0.934475227120461
"985",-1.05548317280503
"986",-1.23818837081956
"987",-1.37451510894304
"988",-1.4787801172115
"989",-1.82644110403321
"990",-0.259345089452819
"991",-0.281375829261869
"992",-0.416709268137361
"993",-0.519233240325669
"994",-0.673087963369091
"995",-0.789486041282755
"996",-0.878417667306312
"997",-1.17296025800843
"998",0.261914051959042
"999",0.220068607452976
"1000",0.109737133459116
"1001",0.0252578965074716
"1002",-0.102400423630438
"1003",-0.194948672333092
"1004",-0.270061953388342
"1005",-0.513995589927092
"1006",0.784878511815772
"1007",0.730626742801789
"1008",0.643573564277051
"1009",0.575878889439149
"1010",0.477212552572414
"1011",0.403249077750012
"1012",0.342737615176222
"1013",0.150825898193258
"1014",1.30798631967212
"1015",1.24834009715758
"1016",1.18473891987579
"1017",1.13619998382656
"1018",1.06336933633117
"1019",1.00753035253271
"1020",0.963726843474159
"1021",0.821902733275689
"1022",1.83137282396503
"1023",1.77728403294636
"1024",1.73568250356317
"1025",1.70437070758386
"1026",1.6557563481165
"1027",1.62025539934975
"1028",1.59195143537414
"1029",1.49966021358044
"1030",-1.20512581330013
"1031",-1.205412004737
"1032",-1.33754674725332
"1033",-1.45110924762767
"1034",-1.61902933011346
"1035",-1.74378180372617
"1036",-1.84037981735716
"1037",-2.14072896506442
"1038",-0.762969861578751
"1039",-0.765420724589953
"1040",-0.897756465142396
"1041",-0.997724399124069
"1042",-1.14716255328194
"1043",-1.25532884939977
"1044",-1.34042371831459
"1045",-1.60511954576294
"1046",-0.318050224152098
"1047",-0.339376043937172
"1048",-0.45398961996482
"1049",-0.540494614142166
"1050",-0.668293550398444
"1051",-0.762007206993601
"1052",-0.837046603127626
"1053",-1.06522489698014
"1054",0.129678903987607
"1055",0.0947066512687202
"1056",-0.00239900813828362
"1057",-0.0757066138889427
"1058",-0.184036217153467
"1059",-0.265156082299726
"1060",-0.328325459852267
"1061",-0.520726002899959
"1062",0.580188620701694
"1063",0.535279075666552
"1064",0.455407958560392
"1065",0.395098273602326
"1066",0.305954716685184
"1067",0.239710431005475
"1068",0.190053013390302
"1069",0.0287192941344174
"1070",1.03210721517647
"1071",0.982712744147266
"1072",0.919802088555484
"1073",0.870625403602097
"1074",0.801185340130091
"1075",0.749877899976677
"1076",0.710649870824182
"1077",0.583477492307516
"1078",1.48792778514016
"1079",1.43615780441905
"1080",1.39019684445749
"1081",1.35560648589413
"1082",1.3051174328566
"1083",1.2674652643109
"1084",1.23827169372897
"1085",1.14394065305974
"1086",1.94352580720769
"1087",1.89846417876983
"1088",1.87012849875039
"1089",1.84879557240862
"1090",1.81505106098797
"1091",1.79116654756224
"1092",1.77047740247276
"1093",1.7105276462973
"1094",-1.10307085930922
"1095",-1.10359072425506
"1096",-1.20924775402969
"1097",-1.29143328014294
"1098",-1.41040506361407
"1099",-1.49582571602427
"1100",-1.56354366204494
"1101",-1.75986971127607
"1102",-0.761749195617971
"1103",-0.768144816094949
"1104",-0.868236463735886
"1105",-0.94227402772717
"1106",-1.04925960154838
"1107",-1.12588964618862
"1108",-1.18510658308786
"1109",-1.36160691956085
"1110",-0.415355461189611
"1111",-0.432067183689772
"1112",-0.521071465812642
"1113",-0.586940856482506
"1114",-0.682173566698734
"1115",-0.750421649877639
"1116",-0.803181590129866
"1117",-0.962095554231268
"1118",-0.0660766974110938
"1119",-0.0914334235918549
"1120",-0.169562354832107
"1121",-0.227411970168623
"1122",-0.31109352557799
"1123",-0.37109498118799
"1124",-0.417497384648554
"1125",-0.557351115018493
"1126",0.286265001804598
"1127",0.254048997420684
"1128",0.186583506579544
"1129",0.13660524285704
"1130",0.064272978383709
"1131",0.012382635827243
"1132",-0.0295667244688059
"1133",-0.148829505852065
"1134",0.641833379098366
"1135",0.604694328919578
"1136",0.547680545275499
"1137",0.50542522908721
"1138",0.444240292429457
"1139",0.398378746984426
"1140",0.36517249355748
"1141",0.263782681202732
"1142",1.00076050715376
"1143",0.958730952817315
"1144",0.914066149811752
"1145",0.879385442979182
"1146",0.827283089445676
"1147",0.791838530871322
"1148",0.762886759207417
"1149",0.680822048268211
"1150",1.36080474004905
"1151",1.32139417063077
"1152",1.28451552167951
"1153",1.25733327967403
"1154",1.21825298507368
"1155",1.18865536298889
"1156",1.16945303444546
"1157",1.10264959217254
"1158",-0.773894809832492
"1159",-0.78280843940766
"1160",-0.86324509595478
"1161",-0.921948795343892
"1162",-1.00551044135922
"1163",-1.06440143989828
"1164",-1.10934324855472
"1165",-1.24046960466207
"1166",-0.490857254438624
"1167",-0.506463079269889
"1168",-0.579232683704863
"1169",-0.632381763973337
"1170",-0.708095756093532
"1171",-0.761495980491311
"1172",-0.802268482613462
"1173",-0.921030840162813
"1174",-0.205283033273042
"1175",-0.226607886211342
"1176",-0.291875345739133
"1177",-0.339581513996722
"1178",-0.407594636386822
"1179",-0.455599350426737
"1180",-0.492270977153024
"1181",-0.598867614238341
"1182",0.0830363995245427
"1183",0.0570055417342565
"1184",-0.000924303003893974
"1185",-0.0432991591159857
"1186",-0.103758191486848
"1187",-0.14646272106173
"1188",-0.179101976038741
