"","clo","top","vel","rh","met","pmv"
"2074",0.25,20,0.5,50,1.8,-1.75
"2075",0.25,20,1,50,1.8,-2.39
"2076",0.25,22,0,50,1.8,-0.24
"2077",0.25,22,0.1,50,1.8,-0.24
"2078",0.25,22,0.15,50,1.8,-0.38
"2079",0.25,22,0.2,50,1.8,-0.53
"2080",0.25,22,0.3,50,1.8,-0.76
"2081",0.25,22,0.4,50,1.8,-0.95
"2082",0.25,22,0.5,50,1.8,-1.1
"2083",0.25,22,1,50,1.8,-1.65
"2084",0.25,24,0,50,1.8,0.38
"2085",0.25,24,0.1,50,1.8,0.38
"2086",0.25,24,0.15,50,1.8,0.13
"2087",0.25,24,0.2,50,1.8,0.01
"2088",0.25,24,0.3,50,1.8,-0.18
"2089",0.25,24,0.4,50,1.8,-0.33
"2090",0.25,24,0.5,50,1.8,-0.46
"2091",0.25,24,1,50,1.8,-0.9
"2092",0.25,26,0,50,1.8,0.79
"2093",0.25,26,0.1,50,1.8,0.76
"2094",0.25,26,0.15,50,1.8,0.64
"2095",0.25,26,0.2,50,1.8,0.55
"2096",0.25,26,0.3,50,1.8,0.4
"2097",0.25,26,0.4,50,1.8,0.29
"2098",0.25,26,0.5,50,1.8,0.19
"2099",0.25,26,1,50,1.8,-0.15
"2100",0.25,28,0,50,1.8,1.29
"2101",0.25,28,0.1,50,1.8,1.24
"2102",0.25,28,0.15,50,1.8,1.16
"2103",0.25,28,0.2,50,1.8,1.1
"2104",0.25,28,0.3,50,1.8,0.99
"2105",0.25,28,0.4,50,1.8,0.91
"2106",0.25,28,0.5,50,1.8,0.84
"2107",0.25,28,1,50,1.8,0.6
"2108",0.25,30,0,50,1.8,1.79
"2109",0.25,30,0.1,50,1.8,1.73
"2110",0.25,30,0.15,50,1.8,1.68
"2111",0.25,30,0.2,50,1.8,1.65
"2112",0.25,30,0.3,50,1.8,1.59
"2113",0.25,30,0.4,50,1.8,1.54
"2114",0.25,30,0.5,50,1.8,1.5
"2115",0.25,30,1,50,1.8,1.36
"2116",0.5,14,0,50,1.8,-1.42
"2117",0.5,14,0.1,50,1.8,-1.42
"2118",0.5,14,0.15,50,1.8,-1.5
"2119",0.5,14,0.2,50,1.8,-1.66
"2120",0.5,14,0.3,50,1.8,-1.91
"2121",0.5,14,0.4,50,1.8,-2.1
"2122",0.5,14,0.5,50,1.8,-2.25
"2123",0.5,16,0,50,1.8,-1.01
"2124",0.5,16,0.1,50,1.8,-1.01
"2125",0.5,16,0.15,50,1.8,-1.1
"2126",0.5,16,0.2,50,1.8,-1.25
"2127",0.5,16,0.3,50,1.8,-1.47
"2128",0.5,16,0.4,50,1.8,-1.64
"2129",0.5,16,0.5,50,1.8,-1.77
"2130",0.5,16,1,50,1.8,-2.23
"2131",0.5,18,0,50,1.8,-0.59
"2132",0.5,18,0.1,50,1.8,-0.59
"2133",0.5,18,0.15,50,1.8,-0.7
"2134",0.5,18,0.2,50,1.8,-0.83
"2135",0.5,18,0.3,50,1.8,-1.02
"2136",0.5,18,0.4,50,1.8,-1.17
"2137",0.5,18,0.5,50,1.8,-1.29
"2138",0.5,18,1,50,1.8,-1.69
"2139",0.5,20,0,50,1.8,-0.18
"2140",0.5,20,0.1,50,1.8,-0.18
"2141",0.5,20,0.15,50,1.8,-0.3
"2142",0.5,20,0.2,50,1.8,-0.41
"2143",0.5,20,0.3,50,1.8,-0.58
"2144",0.5,20,0.4,50,1.8,-0.71
"2145",0.5,20,0.5,50,1.8,-0.81
"2146",0.5,20,1,50,1.8,-1.15
"2147",0.5,22,0,50,1.8,0.24
"2148",0.5,22,0.1,50,1.8,0.23
"2149",0.5,22,0.15,50,1.8,0.12
"2150",0.5,22,0.2,50,1.8,0.02
"2151",0.5,22,0.3,50,1.8,-0.12
"2152",0.5,22,0.4,50,1.8,-0.22
"2153",0.5,22,0.5,50,1.8,-0.31
"2154",0.5,22,1,50,1.8,-0.6
"2155",0.5,24,0,50,1.8,0.66
"2156",0.5,24,0.1,50,1.8,0.63
"2157",0.5,24,0.15,50,1.8,0.54
"2158",0.5,24,0.2,50,1.8,0.46
"2159",0.5,24,0.3,50,1.8,0.35
"2160",0.5,24,0.4,50,1.8,0.26
"2161",0.5,24,0.5,50,1.8,0.19
"2162",0.5,24,1,50,1.8,-0.04
"2163",0.5,26,0,50,1.8,1.07
"2164",0.5,26,0.1,50,1.8,1.03
"2165",0.5,26,0.15,50,1.8,0.96
"2166",0.5,26,0.2,50,1.8,0.9
"2167",0.5,26,0.3,50,1.8,0.82
"2168",0.5,26,0.4,50,1.8,0.75
"2169",0.5,26,0.5,50,1.8,0.69
"2170",0.5,26,1,50,1.8,0.51
"2171",0.5,28,0,50,1.8,1.48
"2172",0.5,28,0.1,50,1.8,1.44
"2173",0.5,28,0.15,50,1.8,1.39
"2174",0.5,28,0.2,50,1.8,1.35
"2175",0.5,28,0.3,50,1.8,1.29
"2176",0.5,28,0.4,50,1.8,1.24
"2177",0.5,28,0.5,50,1.8,1.2
"2178",0.5,28,1,50,1.8,1.07
"2179",0.75,12,0,50,1.8,-1.15
"2180",0.75,12,0.1,50,1.8,-1.15
"2181",0.75,12,0.15,50,1.8,-1.23
"2182",0.75,12,0.2,50,1.8,-1.35
"2183",0.75,12,0.3,50,1.8,-1.53
"2184",0.75,12,0.4,50,1.8,-1.67
"2185",0.75,12,0.5,50,1.8,-1.78
"2186",0.75,12,1,50,1.8,-2.13
"2187",0.75,14,0,50,1.8,-0.81
"2188",0.75,14,0.1,50,1.8,-0.81
"2189",0.75,14,0.15,50,1.8,-0.89
"2190",0.75,14,0.2,50,1.8,-1
"2191",0.75,14,0.3,50,1.8,-1.17
"2192",0.75,14,0.4,50,1.8,-1.29
"2193",0.75,14,0.5,50,1.8,-1.39
"2194",0.75,14,1,50,1.8,-1.7
"2195",0.75,16,0,50,1.8,-0.46
"2196",0.75,16,0.1,50,1.8,-0.46
"2197",0.75,16,0.15,50,1.8,-0.56
"2198",0.75,16,0.2,50,1.8,-0.66
"2199",0.75,16,0.3,50,1.8,-0.8
"2200",0.75,16,0.4,50,1.8,-0.91
"2201",0.75,16,0.5,50,1.8,-1
"2202",0.75,16,1,50,1.8,-1.28
"2203",0.75,18,0,50,1.8,-0.12
"2204",0.75,18,0.1,50,1.8,-0.12
"2205",0.75,18,0.15,50,1.8,-0.22
"2206",0.75,18,0.2,50,1.8,-0.31
"2207",0.75,18,0.3,50,1.8,-0.43
"2208",0.75,18,0.4,50,1.8,-0.53
"2209",0.75,18,0.5,50,1.8,-0.61
"2210",0.75,18,1,50,1.8,-0.85
"2211",0.75,20,0,50,1.8,0.22
"2212",0.75,20,0.1,50,1.8,0.21
"2213",0.75,20,0.15,50,1.8,0.12
"2214",0.75,20,0.2,50,1.8,0.04
"2215",0.75,20,0.3,50,1.8,-0.07
"2216",0.75,20,0.4,50,1.8,-0.15
"2217",0.75,20,0.5,50,1.8,-0.21
"2218",0.75,20,1,50,1.8,-0.42
"2219",0.75,22,0,50,1.8,0.57
"2220",0.75,22,0.1,50,1.8,0.55
"2221",0.75,22,0.15,50,1.8,0.47
"2222",0.75,22,0.2,50,1.8,0.41
"2223",0.75,22,0.3,50,1.8,0.32
"2224",0.75,22,0.4,50,1.8,0.25
"2225",0.75,22,0.5,50,1.8,0.2
"2226",0.75,22,1,50,1.8,0.02
"2227",0.75,24,0,50,1.8,0.92
"2228",0.75,24,0.1,50,1.8,0.89
"2229",0.75,24,0.15,50,1.8,0.83
"2230",0.75,24,0.2,50,1.8,0.78
"2231",0.75,24,0.3,50,1.8,0.71
"2232",0.75,24,0.4,50,1.8,0.65
"2233",0.75,24,0.5,50,1.8,0.6
"2234",0.75,24,1,50,1.8,0.46
"2235",0.75,26,0,50,1.8,1.28
"2236",0.75,26,0.1,50,1.8,1.24
"2237",0.75,26,0.15,50,1.8,1.19
"2238",0.75,26,0.2,50,1.8,1.15
"2239",0.75,26,0.3,50,1.8,1.09
"2240",0.75,26,0.4,50,1.8,1.05
"2241",0.75,26,0.5,50,1.8,1.02
"2242",0.75,26,1,50,1.8,0.91
"2243",1,10,0,50,1.8,-0.97
"2244",1,10,0.1,50,1.8,-0.97
"2245",1,10,0.15,50,1.8,-1.04
"2246",1,10,0.2,50,1.8,-1.14
"2247",1,10,0.3,50,1.8,-1.28
"2248",1,10,0.4,50,1.8,-1.39
"2249",1,10,0.5,50,1.8,-1.47
"2250",1,10,1,50,1.8,-1.73
"2251",1,12,0,50,1.8,-0.68
"2252",1,12,0.1,50,1.8,-0.68
"2253",1,12,0.15,50,1.8,-0.76
"2254",1,12,0.2,50,1.8,-0.84
"2255",1,12,0.3,50,1.8,-0.97
"2256",1,12,0.4,50,1.8,-1.07
"2257",1,12,0.5,50,1.8,-1.14
"2258",1,12,1,50,1.8,-1.38
"2259",1,14,0,50,1.8,-0.38
"2260",1,14,0.1,50,1.8,-0.38
"2261",1,14,0.15,50,1.8,-0.46
"2262",1,14,0.2,50,1.8,-0.54
"2263",1,14,0.3,50,1.8,-0.66
"2264",1,14,0.4,50,1.8,-0.74
"2265",1,14,0.5,50,1.8,-0.81
"2266",1,14,1,50,1.8,-1.02
"2267",1,16,0,50,1.8,-0.09
"2268",1,16,0.1,50,1.8,-0.09
"2269",1,16,0.15,50,1.8,-0.17
"2270",1,16,0.2,50,1.8,-0.24
"2271",1,16,0.3,50,1.8,-0.35
"2272",1,16,0.4,50,1.8,-0.42
"2273",1,16,0.5,50,1.8,-0.48
"2274",1,16,1,50,1.8,-0.67
"2275",1,18,0,50,1.8,0.21
"2276",1,18,0.1,50,1.8,0.2
"2277",1,18,0.15,50,1.8,0.12
"2278",1,18,0.2,50,1.8,0.06
"2279",1,18,0.3,50,1.8,-0.03
"2280",1,18,0.4,50,1.8,-0.1
"2281",1,18,0.5,50,1.8,-0.15
"2282",1,18,1,50,1.8,-0.31
"2283",1,20,0,50,1.8,0.5
"2284",1,20,0.1,50,1.8,0.48
"2285",1,20,0.15,50,1.8,0.42
"2286",1,20,0.2,50,1.8,0.36
"2287",1,20,0.3,50,1.8,0.29
"2288",1,20,0.4,50,1.8,0.23
"2289",1,20,0.5,50,1.8,0.18
"2290",1,20,1,50,1.8,0.04
"2291",1,22,0,50,1.8,0.81
"2292",1,22,0.1,50,1.8,0.78
"2293",1,22,0.15,50,1.8,0.73
"2294",1,22,0.2,50,1.8,0.68
"2295",1,22,0.3,50,1.8,0.62
"2296",1,22,0.4,50,1.8,0.57
"2297",1,22,0.5,50,1.8,0.53
"2298",1,22,1,50,1.8,0.41
"2299",1,24,0,50,1.8,1.11
"2300",1,24,0.1,50,1.8,1.08
"2301",1,24,0.15,50,1.8,1.04
"2302",1,24,0.2,50,1.8,1
"2303",1,24,0.3,50,1.8,0.95
"2304",1,24,0.4,50,1.8,0.91
"2305",1,24,0.5,50,1.8,0.88
"2306",1,24,1,50,1.8,0.78
"2307",1.5,10,0,50,1.8,-0.29
"2308",1.5,10,0.1,50,1.8,-0.29
"2309",1.5,10,0.15,50,1.8,-0.36
"2310",1.5,10,0.2,50,1.8,-0.42
"2311",1.5,10,0.3,50,1.8,-0.5
"2312",1.5,10,0.4,50,1.8,-0.56
"2313",1.5,10,0.5,50,1.8,-0.6
"2314",1.5,10,1,50,1.8,-0.74
"2315",1.5,14,0,50,1.8,0.17
"2316",1.5,14,0.1,50,1.8,0.17
"2317",1.5,14,0.15,50,1.8,0.11
"2318",1.5,14,0.2,50,1.8,0.06
"2319",1.5,14,0.3,50,1.8,-0.01
"2320",1.5,14,0.4,50,1.8,-0.05
"2321",1.5,14,0.5,50,1.8,-0.09
"2322",1.5,14,1,50,1.8,-0.2
"2323",1.5,18,0,50,1.8,0.64
"2324",1.5,18,0.1,50,1.8,0.62
"2325",1.5,18,0.15,50,1.8,0.57
"2326",1.5,18,0.2,50,1.8,0.54
"2327",1.5,18,0.3,50,1.8,0.49
"2328",1.5,18,0.4,50,1.8,0.45
"2329",1.5,18,0.5,50,1.8,0.42
"2330",1.5,18,1,50,1.8,0.34
"2331",1.5,22,0,50,1.8,1.12
"2332",1.5,22,0.1,50,1.8,1.09
"2333",1.5,22,0.15,50,1.8,1.06
"2334",1.5,22,0.2,50,1.8,1.03
"2335",1.5,22,0.3,50,1.8,1
"2336",1.5,22,0.4,50,1.8,0.97
"2337",1.5,22,0.5,50,1.8,0.95
"2338",1.5,22,1,50,1.8,0.89
"2339",1.5,26,0,50,1.8,1.61
"2340",1.5,26,0.1,50,1.8,1.58
"2341",1.5,26,0.15,50,1.8,1.56
"2342",1.5,26,0.2,50,1.8,1.55
"2343",1.5,26,0.3,50,1.8,1.52
"2344",1.5,26,0.4,50,1.8,1.51
"2345",1.5,26,0.5,50,1.8,1.5
"2346",1.5,26,1,50,1.8,1.46
"2347",2,10,0,50,1.8,0.15
"2348",2,10,0.1,50,1.8,0.15
"2349",2,10,0.15,50,1.8,0.09
"2350",2,10,0.2,50,1.8,0.06
"2351",2,10,0.3,50,1.8,0
"2352",2,10,0.4,50,1.8,-0.03
"2353",2,10,0.5,50,1.8,-0.06
"2354",2,10,1,50,1.8,-0.15
"2355",2,14,0,50,1.8,0.54
"2356",2,14,0.1,50,1.8,0.53
"2357",2,14,0.15,50,1.8,0.49
"2358",2,14,0.2,50,1.8,0.46
"2359",2,14,0.3,50,1.8,0.41
"2360",2,14,0.4,50,1.8,0.38
"2361",2,14,0.5,50,1.8,0.36
"2362",2,14,1,50,1.8,0.29
"2363",2,18,0,50,1.8,0.94
"2364",2,18,0.1,50,1.8,0.92
"2365",2,18,0.15,50,1.8,0.89
"2366",2,18,0.2,50,1.8,0.86
"2367",2,18,0.3,50,1.8,0.83
"2368",2,18,0.4,50,1.8,0.81
"2369",2,18,0.5,50,1.8,0.79
"2370",2,18,1,50,1.8,0.74
"2371",2,22,0,50,1.8,1.35
"2372",2,22,0.1,50,1.8,1.32
"2373",2,22,0.15,50,1.8,1.3
"2374",2,22,0.2,50,1.8,1.28
"2375",2,22,0.3,50,1.8,1.26
"2376",2,22,0.4,50,1.8,1.24
"2377",2,22,0.5,50,1.8,1.23
"2378",2,22,1,50,1.8,1.19
"2379",2,26,0,50,1.8,1.76
"2380",2,26,0.1,50,1.8,1.74
"2381",2,26,0.15,50,1.8,1.73
"2382",2,26,0.2,50,1.8,1.72
"2383",2,26,0.3,50,1.8,1.7
"2384",2,26,0.4,50,1.8,1.7
"2385",2,26,0.5,50,1.8,1.69
"2386",2,26,1,50,1.8,1.66
"2387",0,18,0.1,50,2,-2
"2388",0,18,0.15,50,2,-2.02
"2389",0,18,0.2,50,2,-2.35
"2390",0,20,0.1,50,2,-1.35
"2391",0,20,0.15,50,2,-1.45
"2392",0,20,0.2,50,2,-1.72
"2393",0,22,0.1,50,2,-0.69
"2394",0,22,0.15,50,2,-0.82
"2395",0,22,0.2,50,2,-1.06
"2396",0,24,0.1,50,2,-0.04
"2397",0,24,0.15,50,2,-0.21
"2398",0,24,0.2,50,2,-0.41
"2399",0,26,0.1,50,2,0.59
"2400",0,26,0.15,50,2,0.41
"2401",0,26,0.2,50,2,0.26
"2402",0,28,0.1,50,2,1.16
"2403",0,28,0.15,50,2,1.03
"2404",0,28,0.2,50,2,0.93
"2405",0,30,0.1,50,2,1.73
"2406",0,30,0.15,50,2,1.66
"2407",0,30,0.2,50,2,1.6
"2408",0,32,0.1,50,2,2.33
"2409",0,32,0.15,50,2,2.32
"2410",0,32,0.2,50,2,2.31
"2411",0.25,16,0.1,50,2,-1.41
"2412",0.25,16,0.15,50,2,-1.48
"2413",0.25,16,0.2,50,2,-1.69
"2414",0.25,16,0.3,50,2,-2.02
"2415",0.25,16,0.4,50,2,-2.29
"2416",0.25,16,0.5,50,2,-2.51
"2417",0.25,18,0.1,50,2,-0.93
"2418",0.25,18,0.15,50,2,-1.03
"2419",0.25,18,0.2,50,2,-1.21
"2420",0.25,18,0.3,50,2,-1.5
"2421",0.25,18,0.4,50,2,-1.74
"2422",0.25,18,0.5,50,2,-1.93
"2423",0.25,18,1,50,2,-2.61
"2424",0.25,20,0.1,50,2,-0.45
"2425",0.25,20,0.15,50,2,-0.57
"2426",0.25,20,0.2,50,2,-0.73
"2427",0.25,20,0.3,50,2,-0.98
"2428",0.25,20,0.4,50,2,-1.18
"2429",0.25,20,0.5,50,2,-1.35
"2430",0.25,20,1,50,2,-1.93
"2431",0.25,22,0.1,50,2,0.04
"2432",0.25,22,0.15,50,2,-0.09
"2433",0.25,22,0.2,50,2,-0.23
"2434",0.25,22,0.3,50,2,-0.44
"2435",0.25,22,0.4,50,2,-0.61
"2436",0.25,22,0.5,50,2,-0.75
"2437",0.25,22,1,50,2,-1.24
"2438",0.25,24,0.1,50,2,0.52
"2439",0.25,24,0.15,50,2,0.38
"2440",0.25,24,0.2,50,2,0.28
"2441",0.25,24,0.3,50,2,0.1
"2442",0.25,24,0.4,50,2,-0.06
"2443",0.25,24,0.5,50,2,-0.14
"2444",0.25,24,1,50,2,-0.54
"2445",0.25,26,0.1,50,2,0.97
"2446",0.25,26,0.15,50,2,0.86
"2447",0.25,26,0.2,50,2,0.78
"2448",0.25,26,0.3,50,2,0.65
"2449",0.25,26,0.4,50,2,0.55
"2450",0.25,26,0.5,50,2,0.46
"2451",0.25,26,1,50,2,0.16
"2452",0.25,28,0.1,50,2,1.42
"2453",0.25,28,0.15,50,2,1.35
"2454",0.25,28,0.2,50,2,1.29
"2455",0.25,28,0.3,50,2,1.2
"2456",0.25,28,0.4,50,2,1.16
"2457",0.25,28,0.5,50,2,1.07
"2458",0.25,28,1,50,2,0.86
"2459",0.25,30,0.1,50,2,1.88
"2460",0.25,30,0.15,50,2,1.84
"2461",0.25,30,0.2,50,2,1.81
"2462",0.25,30,0.3,50,2,1.76
"2463",0.25,30,0.4,50,2,1.72
"2464",0.25,30,0.5,50,2,1.68
"2465",0.25,30,1,50,2,1.57
"2466",0.5,14,0.1,50,2,-1.08
"2467",0.5,14,0.15,50,2,-1.16
"2468",0.5,14,0.2,50,2,-1.31
"2469",0.5,14,0.3,50,2,-1.53
"2470",0.5,14,0.4,50,2,-1.71
"2471",0.5,14,0.5,50,2,-1.85
"2472",0.5,14,1,50,2,-2.32
"2473",0.5,16,0.1,50,2,-0.69
"2474",0.5,16,0.15,50,2,-0.79
"2475",0.5,16,0.2,50,2,-0.92
"2476",0.5,16,0.3,50,2,-1.12
"2477",0.5,16,0.4,50,2,-1.27
"2478",0.5,16,0.5,50,2,-1.4
"2479",0.5,16,1,50,2,-1.82
"2480",0.5,18,0.1,50,2,-0.31
"2481",0.5,18,0.15,50,2,-0.41
"2482",0.5,18,0.2,50,2,-0.53
"2483",0.5,18,0.3,50,2,-0.7
"2484",0.5,18,0.4,50,2,-0.84
"2485",0.5,18,0.5,50,2,-0.95
"2486",0.5,18,1,50,2,-1.31
"2487",0.5,20,0.1,50,2,0.07
"2488",0.5,20,0.15,50,2,-0.04
"2489",0.5,20,0.2,50,2,-0.14
"2490",0.5,20,0.3,50,2,-0.29
"2491",0.5,20,0.4,50,2,-0.4
"2492",0.5,20,0.5,50,2,-0.5
"2493",0.5,20,1,50,2,-0.81
"2494",0.5,22,0.1,50,2,0.46
"2495",0.5,22,0.15,50,2,0.35
"2496",0.5,22,0.2,50,2,0.27
"2497",0.5,22,0.3,50,2,0.15
"2498",0.5,22,0.4,50,2,0.05
"2499",0.5,22,0.5,50,2,-0.03
"2500",0.5,22,1,50,2,-0.29
"2501",0.5,24,0.1,50,2,0.83
"2502",0.5,24,0.15,50,2,0.75
"2503",0.5,24,0.2,50,2,0.68
"2504",0.5,24,0.3,50,2,0.58
"2505",0.5,24,0.4,50,2,0.5
"2506",0.5,24,0.5,50,2,0.44
"2507",0.5,24,1,50,2,0.23
"2508",0.5,26,0.1,50,2,1.21
"2509",0.5,26,0.15,50,2,1.15
"2510",0.5,26,0.2,50,2,1.1
"2511",0.5,26,0.3,50,2,1.02
"2512",0.5,26,0.4,50,2,0.96
"2513",0.5,26,0.5,50,2,0.91
"2514",0.5,26,1,50,2,0.75
"2515",0.5,28,0.1,50,2,1.59
"2516",0.5,28,0.15,50,2,1.55
"2517",0.5,28,0.2,50,2,1.51
"2518",0.5,28,0.3,50,2,1.46
"2519",0.5,28,0.4,50,2,1.42
"2520",0.5,28,0.5,50,2,1.38
"2521",0.5,28,1,50,2,1.27
"2522",0.75,10,0.1,50,2,-1.16
"2523",0.75,10,0.15,50,2,-1.23
"2524",0.75,10,0.2,50,2,-1.35
"2525",0.75,10,0.3,50,2,-1.54
"2526",0.75,10,0.4,50,2,-1.67
"2527",0.75,10,0.5,50,2,-1.78
"2528",0.75,10,1,50,2,-2.14
"2529",0.75,12,0.1,50,2,-0.84
"2530",0.75,12,0.15,50,2,-0.92
"2531",0.75,12,0.2,50,2,-1.03
"2532",0.75,12,0.3,50,2,-1.2
"2533",0.75,12,0.4,50,2,-1.23
"2534",0.75,12,0.5,50,2,-1.42
"2535",0.75,12,1,50,2,-1.74
"2536",0.75,14,0.1,50,2,-0.52
"2537",0.75,14,0.15,50,2,-0.6
"2538",0.75,14,0.2,50,2,-0.7
"2539",0.75,14,0.3,50,2,-0.85
"2540",0.75,14,0.4,50,2,-0.97
"2541",0.75,14,0.5,50,2,-1.06
"2542",0.75,14,1,50,2,-1.34
"2543",0.75,16,0.1,50,2,-0.2
"2544",0.75,16,0.15,50,2,-0.29
"2545",0.75,16,0.2,50,2,-0.38
"2546",0.75,16,0.3,50,2,-0.51
"2547",0.75,16,0.4,50,2,-0.61
"2548",0.75,16,0.5,50,2,-0.69
"2549",0.75,16,1,50,2,-0.95
"2550",0.75,18,0.1,50,2,0.12
"2551",0.75,18,0.15,50,2,0.06
"2552",0.75,18,0.2,50,2,-0.06
"2553",0.75,18,0.3,50,2,-0.17
"2554",0.75,18,0.4,50,2,-0.26
"2555",0.75,18,0.5,50,2,-0.32
"2556",0.75,18,1,50,2,-0.55
"2557",0.75,20,0.1,50,2,0.43
"2558",0.75,20,0.15,50,2,0.34
"2559",0.75,20,0.2,50,2,0.28
"2560",0.75,20,0.3,50,2,0.18
"2561",0.75,20,0.4,50,2,0.1
"2562",0.75,20,0.5,50,2,0.04
"2563",0.75,20,1,50,2,-0.15
"2564",0.75,22,0.1,50,2,0.75
"2565",0.75,22,0.15,50,2,0.68
"2566",0.75,22,0.2,50,2,0.62
"2567",0.75,22,0.3,50,2,0.54
"2568",0.75,22,0.4,50,2,0.48
"2569",0.75,22,0.5,50,2,0.43
"2570",0.75,22,1,50,2,0.27
"2571",0.75,24,0.1,50,2,1.07
"2572",0.75,24,0.15,50,2,1.01
"2573",0.75,24,0.2,50,2,0.97
"2574",0.75,24,0.3,50,2,0.9
"2575",0.75,24,0.4,50,2,0.85
"2576",0.75,24,0.5,50,2,0.81
"2577",0.75,24,1,50,2,0.68
"2578",1,10,0.1,50,2,-0.68
"2579",1,10,0.15,50,2,-0.75
"2580",1,10,0.2,50,2,-0.84
"2581",1,10,0.3,50,2,-0.97
"2582",1,10,0.4,50,2,-1.07
"2583",1,10,0.5,50,2,-1.15
"2584",1,10,1,50,2,-1.38
"2585",1,12,0.1,50,2,-0.41
"2586",1,12,0.15,50,2,-0.48
"2587",1,12,0.2,50,2,-0.56
"2588",1,12,0.3,50,2,-0.68
"2589",1,12,0.4,50,2,-0.77
"2590",1,12,0.5,50,2,-0.84
"2591",1,12,1,50,2,-1.05
"2592",1,14,0.1,50,2,-0.16
"2593",1,14,0.15,50,2,-0.21
"2594",1,14,0.2,50,2,-0.28
"2595",1,14,0.3,50,2,-0.39
"2596",1,14,0.4,50,2,-0.47
"2597",1,14,0.5,50,2,-0.53
"2598",1,14,1,50,2,-0.72
"2599",1,16,0.1,50,2,0.14
"2600",1,16,0.15,50,2,0.06
"2601",1,16,0.2,50,2,0
"2602",1,16,0.3,50,2,-0.1
"2603",1,16,0.4,50,2,-0.16
"2604",1,16,0.5,50,2,-0.22
"2605",1,16,1,50,2,-0.39
"2606",1,18,0.1,50,2,0.41
"2607",1,18,0.15,50,2,0.34
"2608",1,18,0.2,50,2,0.28
"2609",1,18,0.3,50,2,0.2
"2610",1,18,0.4,50,2,0.14
"2611",1,18,0.5,50,2,0.09
"2612",1,18,1,50,2,-0.06
"2613",1,20,0.1,50,2,0.68
"2614",1,20,0.15,50,2,0.61
"2615",1,20,0.2,50,2,0.57
"2616",1,20,0.3,50,2,0.5
"2617",1,20,0.4,50,2,0.44
"2618",1,20,0.5,50,2,0.4
"2619",1,20,1,50,2,0.28
"2620",1,22,0.1,50,2,0.96
"2621",1,22,0.15,50,2,0.91
"2622",1,22,0.2,50,2,0.87
"2623",1,22,0.3,50,2,0.81
"2624",1,22,0.4,50,2,0.76
"2625",1,22,0.5,50,2,0.73
"2626",1,22,1,50,2,0.62
"2627",1.5,10,0.1,50,2,-0.04
"2628",1.5,10,0.15,50,2,-0.11
"2629",1.5,10,0.2,50,2,-0.16
"2630",1.5,10,0.3,50,2,-0.24
"2631",1.5,10,0.4,50,2,-0.29
"2632",1.5,10,0.5,50,2,-0.33
"2633",1.5,10,1,50,2,-0.46
"2634",1.5,14,0.1,50,2,0.39
"2635",1.5,14,0.15,50,2,0.33
"2636",1.5,14,0.2,50,2,0.29
"2637",1.5,14,0.3,50,2,0.23
"2638",1.5,14,0.4,50,2,0.18
"2639",1.5,14,0.5,50,2,0.15
"2640",1.5,14,1,50,2,0.04
"2641",1.5,18,0.1,50,2,0.82
"2642",1.5,18,0.15,50,2,0.78
"2643",1.5,18,0.2,50,2,0.75
"2644",1.5,18,0.3,50,2,0.7
"2645",1.5,18,0.4,50,2,0.66
"2646",1.5,18,0.5,50,2,0.64
"2647",1.5,18,1,50,2,0.56
"2648",1.5,22,0.1,50,2,1.27
"2649",1.5,22,0.15,50,2,1.24
"2650",1.5,22,0.2,50,2,1.22
"2651",1.5,22,0.3,50,2,1.18
"2652",1.5,22,0.4,50,2,1.16
"2653",1.5,22,0.5,50,2,1.14
"2654",1.5,22,1,50,2,1.08
"2655",2,10,0.1,50,2,0.34
"2656",2,10,0.15,50,2,0.3
"2657",2,10,0.2,50,2,0.26
"2658",2,10,0.3,50,2,0.21
"2659",2,10,0.4,50,2,0.18
"2660",2,10,0.5,50,2,0.15
"2661",2,10,1,50,2,0.07
"2662",2,14,0.1,50,2,0.7
"2663",2,14,0.15,50,2,0.66
"2664",2,14,0.2,50,2,0.64
"2665",2,14,0.3,50,2,0.6
"2666",2,14,0.4,50,2,0.57
"2667",2,14,0.5,50,2,0.55
"2668",2,14,1,50,2,0.49
"2669",2,18,0.1,50,2,1.07
"2670",2,18,0.15,50,2,1.04
"2671",2,18,0.2,50,2,1.02
"2672",2,18,0.3,50,2,0.99
"2673",2,18,0.4,50,2,0.97
"2674",2,18,0.5,50,2,0.95
"2675",2,18,1,50,2,0.9
"2676",2,22,0.1,50,2,1.45
"2677",2,22,0.15,50,2,1.42
"2678",2,22,0.2,50,2,1.42
"2679",2,22,0.3,50,2,1.39
"2680",2,22,0.4,50,2,1.38
"2681",2,22,0.5,50,2,1.37
"2682",2,22,1,50,2,1.33
"2683",0,14,0.2,50,3,-1.92
"2684",0,14,0.3,50,3,-2.49
"2685",0,16,0.2,50,3,-1.36
"2686",0,16,0.3,50,3,-1.87
"2687",0,18,0.2,50,3,-0.8
"2688",0,18,0.3,50,3,-1.24
"2689",0,20,0.2,50,3,-0.24
"2690",0,20,0.3,50,3,-0.61
"2691",0,22,0.2,50,3,0.34
"2692",0,22,0.3,50,3,0.04
"2693",0,24,0.2,50,3,0.93
"2694",0,24,0.3,50,3,0.7
"2695",0,26,0.2,50,3,1.52
"2696",0,26,0.3,50,3,1.36
"2697",0,28,0.2,50,3,2.12
"2698",0,28,0.3,50,3,2.02
