"","clo","top","vel","rh","met","pmv"
"1467",1,18,1,50,1.4,-1.02
"1468",1,20,0,50,1.4,0.04
"1469",1,20,0.1,50,1.4,0.03
"1470",1,20,0.15,50,1.4,-0.07
"1471",1,20,0.2,50,1.4,-0.14
"1472",1,20,0.3,50,1.4,-0.25
"1473",1,20,0.4,50,1.4,-0.32
"1474",1,20,0.5,50,1.4,-0.38
"1475",1,20,1,50,1.4,-0.58
"1476",1,22,0,50,1.4,0.42
"1477",1,22,0.1,50,1.4,0.39
"1478",1,22,0.15,50,1.4,0.31
"1479",1,22,0.2,50,1.4,0.25
"1480",1,22,0.3,50,1.4,0.16
"1481",1,22,0.4,50,1.4,0.1
"1482",1,22,0.5,50,1.4,0.05
"1483",1,22,1,50,1.4,-0.12
"1484",1,24,0,50,1.4,0.8
"1485",1,24,0.1,50,1.4,0.76
"1486",1,24,0.15,50,1.4,0.7
"1487",1,24,0.2,50,1.4,0.65
"1488",1,24,0.3,50,1.4,0.57
"1489",1,24,0.4,50,1.4,0.52
"1490",1,24,0.5,50,1.4,0.48
"1491",1,24,1,50,1.4,0.35
"1492",1,26,0,50,1.4,1.18
"1493",1,26,0.1,50,1.4,1.13
"1494",1,26,0.15,50,1.4,1.08
"1495",1,26,0.2,50,1.4,1.04
"1496",1,26,0.3,50,1.4,0.99
"1497",1,26,0.4,50,1.4,0.95
"1498",1,26,0.5,50,1.4,0.91
"1499",1,26,1,50,1.4,0.81
"1500",1,28,0,50,1.4,1.55
"1501",1,28,0.1,50,1.4,1.51
"1502",1,28,0.15,50,1.4,1.47
"1503",1,28,0.2,50,1.4,1.44
"1504",1,28,0.3,50,1.4,1.4
"1505",1,28,0.4,50,1.4,1.37
"1506",1,28,0.5,50,1.4,1.35
"1507",1,28,1,50,1.4,1.27
"1508",1.5,10,0,50,1.4,-0.91
"1509",1.5,10,0.1,50,1.4,-0.91
"1510",1.5,10,0.15,50,1.4,-1
"1511",1.5,10,0.2,50,1.4,-1.08
"1512",1.5,10,0.3,50,1.4,-1.18
"1513",1.5,10,0.4,50,1.4,-1.26
"1514",1.5,10,0.5,50,1.4,-1.32
"1515",1.5,10,1,50,1.4,-1.51
"1516",1.5,12,0,50,1.4,-0.63
"1517",1.5,12,0.1,50,1.4,-0.63
"1518",1.5,12,0.15,50,1.4,-0.71
"1519",1.5,12,0.2,50,1.4,-0.78
"1520",1.5,12,0.3,50,1.4,-0.88
"1521",1.5,12,0.4,50,1.4,-0.95
"1522",1.5,12,0.5,50,1.4,-1.01
"1523",1.5,12,1,50,1.4,-1.17
"1524",1.5,14,0,50,1.4,-0.34
"1525",1.5,14,0.1,50,1.4,-0.34
"1526",1.5,14,0.15,50,1.4,-0.43
"1527",1.5,14,0.2,50,1.4,-0.49
"1528",1.5,14,0.3,50,1.4,-0.58
"1529",1.5,14,0.4,50,1.4,-0.64
"1530",1.5,14,0.5,50,1.4,-0.69
"1531",1.5,14,1,50,1.4,-0.84
"1532",1.5,16,0,50,1.4,-0.05
"1533",1.5,16,0.1,50,1.4,-0.06
"1534",1.5,16,0.15,50,1.4,-0.14
"1535",1.5,16,0.2,50,1.4,-0.19
"1536",1.5,16,0.3,50,1.4,-0.27
"1537",1.5,16,0.4,50,1.4,-0.33
"1538",1.5,16,0.5,50,1.4,-0.37
"1539",1.5,16,1,50,1.4,-0.5
"1540",1.5,18,0,50,1.4,0.24
"1541",1.5,18,0.1,50,1.4,0.22
"1542",1.5,18,0.15,50,1.4,0.15
"1543",1.5,18,0.2,50,1.4,0.11
"1544",1.5,18,0.3,50,1.4,0.04
"1545",1.5,18,0.4,50,1.4,-0.01
"1546",1.5,18,0.5,50,1.4,-0.05
"1547",1.5,18,1,50,1.4,-0.17
"1548",1.5,20,0,50,1.4,0.53
"1549",1.5,20,0.1,50,1.4,0.5
"1550",1.5,20,0.15,50,1.4,0.45
"1551",1.5,20,0.2,50,1.4,0.4
"1552",1.5,20,0.3,50,1.4,0.34
"1553",1.5,20,0.4,50,1.4,0.3
"1554",1.5,20,0.5,50,1.4,0.27
"1555",1.5,20,1,50,1.4,0.17
"1556",1.5,22,0,50,1.4,0.83
"1557",1.5,22,0.1,50,1.4,0.8
"1558",1.5,22,0.15,50,1.4,0.75
"1559",1.5,22,0.2,50,1.4,0.72
"1560",1.5,22,0.3,50,1.4,0.67
"1561",1.5,22,0.4,50,1.4,0.63
"1562",1.5,22,0.5,50,1.4,0.6
"1563",1.5,22,1,50,1.4,0.52
"1564",1.5,24,0,50,1.4,1.13
"1565",1.5,24,0.1,50,1.4,1.1
"1566",1.5,24,0.15,50,1.4,1.06
"1567",1.5,24,0.2,50,1.4,1.03
"1568",1.5,24,0.3,50,1.4,0.99
"1569",1.5,24,0.4,50,1.4,0.96
"1570",1.5,24,0.5,50,1.4,0.94
"1571",1.5,24,1,50,1.4,0.87
"1572",2,10,0,50,1.4,-0.37
"1573",2,10,0.1,50,1.4,-0.38
"1574",2,10,0.15,50,1.4,-0.44
"1575",2,10,0.2,50,1.4,-0.49
"1576",2,10,0.3,50,1.4,-0.56
"1577",2,10,0.4,50,1.4,-0.61
"1578",2,10,0.5,50,1.4,-0.65
"1579",2,10,1,50,1.4,-0.76
"1580",2,12,0,50,1.4,-0.13
"1581",2,12,0.1,50,1.4,-0.14
"1582",2,12,0.15,50,1.4,-0.2
"1583",2,12,0.2,50,1.4,-0.25
"1584",2,12,0.3,50,1.4,-0.31
"1585",2,12,0.4,50,1.4,-0.35
"1586",2,12,0.5,50,1.4,-0.39
"1587",2,12,1,50,1.4,-0.49
"1588",2,14,0,50,1.4,0.11
"1589",2,14,0.1,50,1.4,0.09
"1590",2,14,0.15,50,1.4,0.04
"1591",2,14,0.2,50,1.4,0
"1592",2,14,0.3,50,1.4,-0.05
"1593",2,14,0.4,50,1.4,-0.09
"1594",2,14,0.5,50,1.4,-0.12
"1595",2,14,1,50,1.4,-0.21
"1596",2,16,0,50,1.4,0.36
"1597",2,16,0.1,50,1.4,0.34
"1598",2,16,0.15,50,1.4,0.29
"1599",2,16,0.2,50,1.4,0.25
"1600",2,16,0.3,50,1.4,0.2
"1601",2,16,0.4,50,1.4,0.17
"1602",2,16,0.5,50,1.4,0.14
"1603",2,16,1,50,1.4,0.06
"1604",2,18,0,50,1.4,0.6
"1605",2,18,0.1,50,1.4,0.58
"1606",2,18,0.15,50,1.4,0.54
"1607",2,18,0.2,50,1.4,0.51
"1608",2,18,0.3,50,1.4,0.46
"1609",2,18,0.4,50,1.4,0.43
"1610",2,18,0.5,50,1.4,0.41
"1611",2,18,1,50,1.4,0.34
"1612",2,20,0,50,1.4,0.85
"1613",2,20,0.1,50,1.4,0.83
"1614",2,20,0.15,50,1.4,0.79
"1615",2,20,0.2,50,1.4,0.77
"1616",2,20,0.3,50,1.4,0.73
"1617",2,20,0.4,50,1.4,0.7
"1618",2,20,0.5,50,1.4,0.68
"1619",2,20,1,50,1.4,0.62
"1620",2,22,0,50,1.4,1.11
"1621",2,22,0.1,50,1.4,1.08
"1622",2,22,0.15,50,1.4,1.05
"1623",2,22,0.2,50,1.4,1.03
"1624",2,22,0.3,50,1.4,0.99
"1625",2,22,0.4,50,1.4,0.97
"1626",2,22,0.5,50,1.4,0.95
"1627",2,22,1,50,1.4,0.91
"1628",2,24,0,50,1.4,1.36
"1629",2,24,0.1,50,1.4,1.34
"1630",2,24,0.15,50,1.4,1.31
"1631",2,24,0.2,50,1.4,1.29
"1632",2,24,0.3,50,1.4,1.27
"1633",2,24,0.4,50,1.4,1.25
"1634",2,24,0.5,50,1.4,1.23
"1635",2,24,1,50,1.4,1.19
"1636",0,23,0,50,1.6,-1.12
"1637",0,23,0.1,50,1.6,-1.12
"1638",0,23,0.15,50,1.6,-1.29
"1639",0,23,0.2,50,1.6,-1.57
"1640",0,24,0,50,1.6,-0.74
"1641",0,24,0.1,50,1.6,-0.74
"1642",0,24,0.15,50,1.6,-0.93
"1643",0,24,0.2,50,1.6,-1.18
"1644",0,25,0,50,1.6,-0.36
"1645",0,25,0.1,50,1.6,-0.36
"1646",0,25,0.15,50,1.6,-0.57
"1647",0,25,0.2,50,1.6,-0.79
"1648",0,26,0,50,1.6,0.01
"1649",0,26,0.1,50,1.6,0.01
"1650",0,26,0.15,50,1.6,-0.2
"1651",0,26,0.2,50,1.6,-0.4
"1652",0,27,0,50,1.6,0.38
"1653",0,27,0.1,50,1.6,0.37
"1654",0,27,0.15,50,1.6,0.17
"1655",0,27,0.2,50,1.6,0
"1656",0,28,0,50,1.6,0.75
"1657",0,28,0.1,50,1.6,0.7
"1658",0,28,0.15,50,1.6,0.53
"1659",0,28,0.2,50,1.6,0.39
"1660",0,29,0,50,1.6,1.11
"1661",0,29,0.1,50,1.6,1.04
"1662",0,29,0.15,50,1.6,0.9
"1663",0,29,0.2,50,1.6,0.79
"1664",0,30,0,50,1.6,1.46
"1665",0,30,0.1,50,1.6,1.38
"1666",0,30,0.15,50,1.6,1.27
"1667",0,30,0.2,50,1.6,1.19
"1668",0.25,16,0,50,1.6,-2.29
"1669",0.25,16,0.1,50,1.6,-2.29
"1670",0.25,16,0.15,50,1.6,-2.36
"1671",0.25,16,0.2,50,1.6,-2.62
"1672",0.25,18,0,50,1.6,-1.72
"1673",0.25,18,0.1,50,1.6,-1.72
"1674",0.25,18,0.15,50,1.6,-1.83
"1675",0.25,18,0.2,50,1.6,-2.06
"1676",0.25,18,0.3,50,1.6,-2.42
"1677",0.25,20,0,50,1.6,-1.15
"1678",0.25,20,0.1,50,1.6,-1.15
"1679",0.25,20,0.15,50,1.6,-1.29
"1680",0.25,20,0.2,50,1.6,-1.49
"1681",0.25,20,0.3,50,1.6,-1.8
"1682",0.25,20,0.4,50,1.6,-2.05
"1683",0.25,20,0.5,50,1.6,-2.26
"1684",0.25,22,0,50,1.6,-0.58
"1685",0.25,22,0.1,50,1.6,-0.58
"1686",0.25,22,0.15,50,1.6,-0.73
"1687",0.25,22,0.2,50,1.6,-0.9
"1688",0.25,22,0.3,50,1.6,-1.17
"1689",0.25,22,0.4,50,1.6,-1.38
"1690",0.25,22,0.5,50,1.6,-1.55
"1691",0.25,22,1,50,1.6,-2.17
"1692",0.25,24,0,50,1.6,-0.01
"1693",0.25,24,0.1,50,1.6,-0.01
"1694",0.25,24,0.15,50,1.6,-0.17
"1695",0.25,24,0.2,50,1.6,-0.31
"1696",0.25,24,0.3,50,1.6,-0.53
"1697",0.25,24,0.4,50,1.6,-0.7
"1698",0.25,24,0.5,50,1.6,-0.84
"1699",0.25,24,1,50,1.6,-1.35
"1700",0.25,26,0,50,1.6,0.56
"1701",0.25,26,0.1,50,1.6,0.53
"1702",0.25,26,0.15,50,1.6,0.39
"1703",0.25,26,0.2,50,1.6,0.29
"1704",0.25,26,0.3,50,1.6,0.12
"1705",0.25,26,0.4,50,1.6,-0.02
"1706",0.25,26,0.5,50,1.6,-0.13
"1707",0.25,26,1,50,1.6,-0.52
"1708",0.25,28,0,50,1.6,1.12
"1709",0.25,28,0.1,50,1.6,1.06
"1710",0.25,28,0.15,50,1.6,0.96
"1711",0.25,28,0.2,50,1.6,0.89
"1712",0.25,28,0.3,50,1.6,0.77
"1713",0.25,28,0.4,50,1.6,0.67
"1714",0.25,28,0.5,50,1.6,0.59
"1715",0.25,28,1,50,1.6,0.31
"1716",0.25,30,0,50,1.6,1.66
"1717",0.25,30,0.1,50,1.6,1.6
"1718",0.25,30,0.15,50,1.6,1.54
"1719",0.25,30,0.2,50,1.6,1.49
"1720",0.25,30,0.3,50,1.6,1.42
"1721",0.25,30,0.4,50,1.6,1.36
"1722",0.25,30,0.5,50,1.6,1.31
"1723",0.25,30,1,50,1.6,1.14
"1724",0.5,14,0,50,1.6,-1.85
"1725",0.5,14,0.1,50,1.6,-1.85
"1726",0.5,14,0.15,50,1.6,-1.94
"1727",0.5,14,0.2,50,1.6,-2.12
"1728",0.5,14,0.3,50,1.6,-2.4
"1729",0.5,16,0,50,1.6,-1.4
"1730",0.5,16,0.1,50,1.6,-1.4
"1731",0.5,16,0.15,50,1.6,-1.5
"1732",0.5,16,0.2,50,1.6,-1.67
"1733",0.5,16,0.3,50,1.6,-1.92
"1734",0.5,16,0.4,50,1.6,-2.11
"1735",0.5,16,0.5,50,1.6,-2.26
"1736",0.5,18,0,50,1.6,-0.95
"1737",0.5,18,0.1,50,1.6,-0.95
"1738",0.5,18,0.15,50,1.6,-1.07
"1739",0.5,18,0.2,50,1.6,-1.21
"1740",0.5,18,0.3,50,1.6,-1.43
"1741",0.5,18,0.4,50,1.6,-1.59
"1742",0.5,18,0.5,50,1.6,-1.73
"1743",0.5,18,1,50,1.6,-2.18
"1744",0.5,20,0,50,1.6,-0.49
"1745",0.5,20,0.1,50,1.6,-0.49
"1746",0.5,20,0.15,50,1.6,-0.62
"1747",0.5,20,0.2,50,1.6,-0.75
"1748",0.5,20,0.3,50,1.6,-0.94
"1749",0.5,20,0.4,50,1.6,-1.08
"1750",0.5,20,0.5,50,1.6,-1.2
"1751",0.5,20,1,50,1.6,-1.59
"1752",0.5,22,0,50,1.6,-0.03
"1753",0.5,22,0.1,50,1.6,-0.03
"1754",0.5,22,0.15,50,1.6,-0.16
"1755",0.5,22,0.2,50,1.6,-0.27
"1756",0.5,22,0.3,50,1.6,-0.43
"1757",0.5,22,0.4,50,1.6,-0.55
"1758",0.5,22,0.5,50,1.6,-0.65
"1759",0.5,22,1,50,1.6,-0.98
"1760",0.5,24,0,50,1.6,0.43
"1761",0.5,24,0.1,50,1.6,0.41
"1762",0.5,24,0.15,50,1.6,0.3
"1763",0.5,24,0.2,50,1.6,0.21
"1764",0.5,24,0.3,50,1.6,0.08
"1765",0.5,24,0.4,50,1.6,-0.02
"1766",0.5,24,0.5,50,1.6,-0.1
"1767",0.5,24,1,50,1.6,-0.37
"1768",0.5,26,0,50,1.6,0.89
"1769",0.5,26,0.1,50,1.6,0.85
"1770",0.5,26,0.15,50,1.6,0.76
"1771",0.5,26,0.2,50,1.6,0.7
"1772",0.5,26,0.3,50,1.6,0.6
"1773",0.5,26,0.4,50,1.6,0.52
"1774",0.5,26,0.5,50,1.6,0.46
"1775",0.5,26,1,50,1.6,0.25
"1776",0.5,28,0,50,1.6,1.34
"1777",0.5,28,0.1,50,1.6,1.29
"1778",0.5,28,0.15,50,1.6,1.23
"1779",0.5,28,0.2,50,1.6,1.18
"1780",0.5,28,0.3,50,1.6,1.11
"1781",0.5,28,0.4,50,1.6,1.06
"1782",0.5,28,0.5,50,1.6,1.01
"1783",0.5,28,1,50,1.6,0.86
"1784",0.75,14,0,50,1.6,-1.16
"1785",0.75,14,0.1,50,1.6,-1.16
"1786",0.75,14,0.15,50,1.6,-1.26
"1787",0.75,14,0.2,50,1.6,-1.38
"1788",0.75,14,0.3,50,1.6,-1.57
"1789",0.75,14,0.4,50,1.6,-1.71
"1790",0.75,14,0.5,50,1.6,-1.82
"1791",0.75,14,1,50,1.6,-2.17
"1792",0.75,16,0,50,1.6,-0.79
"1793",0.75,16,0.1,50,1.6,-0.79
"1794",0.75,16,0.15,50,1.6,-0.89
"1795",0.75,16,0.2,50,1.6,-1
"1796",0.75,16,0.3,50,1.6,-1.17
"1797",0.75,16,0.4,50,1.6,-1.29
"1798",0.75,16,0.5,50,1.6,-1.39
"1799",0.75,16,1,50,1.6,-1.7
"1800",0.75,18,0,50,1.6,-0.41
"1801",0.75,18,0.1,50,1.6,-0.41
"1802",0.75,18,0.15,50,1.6,-0.52
"1803",0.75,18,0.2,50,1.6,-0.62
"1804",0.75,18,0.3,50,1.6,-0.76
"1805",0.75,18,0.4,50,1.6,-0.87
"1806",0.75,18,0.5,50,1.6,-0.96
"1807",0.75,18,1,50,1.6,-1.23
"1808",0.75,20,0,50,1.6,-0.04
"1809",0.75,20,0.1,50,1.6,-0.04
"1810",0.75,20,0.15,50,1.6,-0.15
"1811",0.75,20,0.2,50,1.6,-0.23
"1812",0.75,20,0.3,50,1.6,-0.36
"1813",0.75,20,0.4,50,1.6,-0.45
"1814",0.75,20,0.5,50,1.6,-0.52
"1815",0.75,20,1,50,1.6,-0.76
"1816",0.75,22,0,50,1.6,0.35
"1817",0.75,22,0.1,50,1.6,0.33
"1818",0.75,22,0.15,50,1.6,0.24
"1819",0.75,22,0.2,50,1.6,0.17
"1820",0.75,22,0.3,50,1.6,0.07
"1821",0.75,22,0.4,50,1.6,-0.01
"1822",0.75,22,0.5,50,1.6,-0.07
"1823",0.75,22,1,50,1.6,-0.27
"1824",0.75,24,0,50,1.6,0.74
"1825",0.75,24,0.1,50,1.6,0.71
"1826",0.75,24,0.15,50,1.6,0.63
"1827",0.75,24,0.2,50,1.6,0.58
"1828",0.75,24,0.3,50,1.6,0.49
"1829",0.75,24,0.4,50,1.6,0.43
"1830",0.75,24,0.5,50,1.6,0.38
"1831",0.75,24,1,50,1.6,0.21
"1832",0.75,26,0,50,1.6,1.12
"1833",0.75,26,0.1,50,1.6,1.08
"1834",0.75,26,0.15,50,1.6,1.03
"1835",0.75,26,0.2,50,1.6,0.98
"1836",0.75,26,0.3,50,1.6,0.92
"1837",0.75,26,0.4,50,1.6,0.87
"1838",0.75,26,0.5,50,1.6,0.83
"1839",0.75,26,1,50,1.6,0.7
"1840",0.75,28,0,50,1.6,1.51
"1841",0.75,28,0.1,50,1.6,1.46
"1842",0.75,28,0.15,50,1.6,1.42
"1843",0.75,28,0.2,50,1.6,1.39
"1844",0.75,28,0.3,50,1.6,1.34
"1845",0.75,28,0.4,50,1.6,1.31
"1846",0.75,28,0.5,50,1.6,1.28
"1847",0.75,28,1,50,1.6,1.19
"1848",1,12,0,50,1.6,-1.01
"1849",1,12,0.1,50,1.6,-1.01
"1850",1,12,0.15,50,1.6,-1.1
"1851",1,12,0.2,50,1.6,-1.19
"1852",1,12,0.3,50,1.6,-1.34
"1853",1,12,0.4,50,1.6,-1.45
"1854",1,12,0.5,50,1.6,-1.53
"1855",1,12,1,50,1.6,-1.79
"1856",1,14,0,50,1.6,-0.68
"1857",1,14,0.1,50,1.6,-0.68
"1858",1,14,0.15,50,1.6,-0.78
"1859",1,14,0.2,50,1.6,-0.87
"1860",1,14,0.3,50,1.6,-1
"1861",1,14,0.4,50,1.6,-1.09
"1862",1,14,0.5,50,1.6,-1.17
"1863",1,14,1,50,1.6,-1.4
"1864",1,16,0,50,1.6,-0.36
"1865",1,16,0.1,50,1.6,-0.36
"1866",1,16,0.15,50,1.6,-0.46
"1867",1,16,0.2,50,1.6,-0.53
"1868",1,16,0.3,50,1.6,-0.65
"1869",1,16,0.4,50,1.6,-0.74
"1870",1,16,0.5,50,1.6,-0.8
"1871",1,16,1,50,1.6,-1.01
"1872",1,18,0,50,1.6,-0.04
"1873",1,18,0.1,50,1.6,-0.04
"1874",1,18,0.15,50,1.6,-0.13
"1875",1,18,0.2,50,1.6,-0.2
"1876",1,18,0.3,50,1.6,-0.3
"1877",1,18,0.4,50,1.6,-0.38
"1878",1,18,0.5,50,1.6,-0.44
"1879",1,18,1,50,1.6,-0.62
"1880",1,20,0,50,1.6,0.28
"1881",1,20,0.1,50,1.6,0.27
"1882",1,20,0.15,50,1.6,0.19
"1883",1,20,0.2,50,1.6,0.13
"1884",1,20,0.3,50,1.6,0.04
"1885",1,20,0.4,50,1.6,-0.02
"1886",1,20,0.5,50,1.6,-0.07
"1887",1,20,1,50,1.6,-0.23
"1888",1,22,0,50,1.6,0.62
"1889",1,22,0.1,50,1.6,0.59
"1890",1,22,0.15,50,1.6,0.53
"1891",1,22,0.2,50,1.6,0.48
"1892",1,22,0.3,50,1.6,0.41
"1893",1,22,0.4,50,1.6,0.35
"1894",1,22,0.5,50,1.6,0.31
"1895",1,22,1,50,1.6,0.17
"1896",1,24,0,50,1.6,0.96
"1897",1,24,0.1,50,1.6,0.92
"1898",1,24,0.15,50,1.6,0.87
"1899",1,24,0.2,50,1.6,0.83
"1900",1,24,0.3,50,1.6,0.77
"1901",1,24,0.4,50,1.6,0.73
"1902",1,24,0.5,50,1.6,0.69
"1903",1,24,1,50,1.6,0.58
"1904",1,26,0,50,1.6,1.29
"1905",1,26,0.1,50,1.6,1.25
"1906",1,26,0.15,50,1.6,1.21
"1907",1,26,0.2,50,1.6,1.18
"1908",1,26,0.3,50,1.6,1.14
"1909",1,26,0.4,50,1.6,1.1
"1910",1,26,0.5,50,1.6,1.07
"1911",1,26,1,50,1.6,0.99
"1912",1.5,10,0,50,1.6,-0.57
"1913",1.5,10,0.1,50,1.6,-0.57
"1914",1.5,10,0.15,50,1.6,-0.65
"1915",1.5,10,0.2,50,1.6,-0.71
"1916",1.5,10,0.3,50,1.6,-0.8
"1917",1.5,10,0.4,50,1.6,-0.86
"1918",1.5,10,0.5,50,1.6,-0.92
"1919",1.5,10,1,50,1.6,-1.07
"1920",1.5,12,0,50,1.6,-0.32
"1921",1.5,12,0.1,50,1.6,-0.32
"1922",1.5,12,0.15,50,1.6,-0.39
"1923",1.5,12,0.2,50,1.6,-0.45
"1924",1.5,12,0.3,50,1.6,-0.53
"1925",1.5,12,0.4,50,1.6,-0.59
"1926",1.5,12,0.5,50,1.6,-0.64
"1927",1.5,12,1,50,1.6,-0.78
"1928",1.5,14,0,50,1.6,-0.06
"1929",1.5,14,0.1,50,1.6,-0.07
"1930",1.5,14,0.15,50,1.6,-0.14
"1931",1.5,14,0.2,50,1.6,-0.19
"1932",1.5,14,0.3,50,1.6,-0.26
"1933",1.5,14,0.4,50,1.6,-0.31
"1934",1.5,14,0.5,50,1.6,-0.36
"1935",1.5,14,1,50,1.6,-0.48
"1936",1.5,16,0,50,1.6,0.19
"1937",1.5,16,0.1,50,1.6,0.18
"1938",1.5,16,0.15,50,1.6,0.12
"1939",1.5,16,0.2,50,1.6,0.07
"1940",1.5,16,0.3,50,1.6,0.01
"1941",1.5,16,0.4,50,1.6,-0.04
"1942",1.5,16,0.5,50,1.6,-0.07
"1943",1.5,16,1,50,1.6,-0.19
"1944",1.5,18,0,50,1.6,0.45
"1945",1.5,18,0.1,50,1.6,0.43
"1946",1.5,18,0.15,50,1.6,0.38
"1947",1.5,18,0.2,50,1.6,0.34
"1948",1.5,18,0.3,50,1.6,0.28
"1949",1.5,18,0.4,50,1.6,0.24
"1950",1.5,18,0.5,50,1.6,0.21
"1951",1.5,18,1,50,1.6,0.11
"1952",1.5,20,0,50,1.6,0.71
"1953",1.5,20,0.1,50,1.6,0.68
"1954",1.5,20,0.15,50,1.6,0.64
"1955",1.5,20,0.2,50,1.6,0.6
"1956",1.5,20,0.3,50,1.6,0.55
"1957",1.5,20,0.4,50,1.6,0.52
"1958",1.5,20,0.5,50,1.6,0.49
"1959",1.5,20,1,50,1.6,0.41
"1960",1.5,22,0,50,1.6,0.97
"1961",1.5,22,0.1,50,1.6,0.95
"1962",1.5,22,0.15,50,1.6,0.91
"1963",1.5,22,0.2,50,1.6,0.88
"1964",1.5,22,0.3,50,1.6,0.84
"1965",1.5,22,0.4,50,1.6,0.81
"1966",1.5,22,0.5,50,1.6,0.79
"1967",1.5,22,1,50,1.6,0.72
"1968",2,10,0,50,1.6,-0.08
"1969",2,10,0.1,50,1.6,-0.08
"1970",2,10,0.15,50,1.6,-0.14
"1971",2,10,0.2,50,1.6,-0.18
"1972",2,10,0.3,50,1.6,-0.24
"1973",2,10,0.4,50,1.6,-0.29
"1974",2,10,0.5,50,1.6,-0.32
"1975",2,10,1,50,1.6,-0.41
"1976",2,12,0,50,1.6,0.14
"1977",2,12,0.1,50,1.6,0.12
"1978",2,12,0.15,50,1.6,0.07
"1979",2,12,0.2,50,1.6,0.03
"1980",2,12,0.3,50,1.6,-0.02
"1981",2,12,0.4,50,1.6,-0.06
"1982",2,12,0.5,50,1.6,-0.09
"1983",2,12,1,50,1.6,-0.17
"1984",2,14,0,50,1.6,0.35
"1985",2,14,0.1,50,1.6,0.33
"1986",2,14,0.15,50,1.6,0.29
"1987",2,14,0.2,50,1.6,0.25
"1988",2,14,0.3,50,1.6,0.2
"1989",2,14,0.4,50,1.6,0.17
"1990",2,14,0.5,50,1.6,0.14
"1991",2,14,1,50,1.6,0.07
"1992",2,16,0,50,1.6,0.57
"1993",2,16,0.1,50,1.6,0.54
"1994",2,16,0.15,50,1.6,0.5
"1995",2,16,0.2,50,1.6,0.47
"1996",2,16,0.3,50,1.6,0.43
"1997",2,16,0.4,50,1.6,0.4
"1998",2,16,0.5,50,1.6,0.38
"1999",2,16,1,50,1.6,0.31
"2000",2,18,0,50,1.6,0.78
"2001",2,18,0.1,50,1.6,0.76
"2002",2,18,0.15,50,1.6,0.73
"2003",2,18,0.2,50,1.6,0.7
"2004",2,18,0.3,50,1.6,0.66
"2005",2,18,0.4,50,1.6,0.63
"2006",2,18,0.5,50,1.6,0.61
"2007",2,18,1,50,1.6,0.56
"2008",2,20,0,50,1.6,1
"2009",2,20,0.1,50,1.6,0.98
"2010",2,20,0.15,50,1.6,0.95
"2011",2,20,0.2,50,1.6,0.93
"2012",2,20,0.3,50,1.6,0.89
"2013",2,20,0.4,50,1.6,0.87
"2014",2,20,0.5,50,1.6,0.85
"2015",2,20,1,50,1.6,0.8
"2016",2,22,0,50,1.6,1.23
"2017",2,22,0.1,50,1.6,1.2
"2018",2,22,0.15,50,1.6,1.18
"2019",2,22,0.2,50,1.6,1.16
"2020",2,22,0.3,50,1.6,1.13
"2021",2,22,0.4,50,1.6,1.11
"2022",2,22,0.5,50,1.6,1.1
"2023",2,22,1,50,1.6,1.06
"2024",0,22,0,50,1.8,-1.05
"2025",0,22,0.1,50,1.8,-1.05
"2026",0,22,0.15,50,1.8,-1.19
"2027",0,22,0.2,50,1.8,-1.46
"2028",0,23,0,50,1.8,-0.7
"2029",0,23,0.1,50,1.8,-0.7
"2030",0,23,0.15,50,1.8,-0.86
"2031",0,23,0.2,50,1.8,-1.11
"2032",0,24,0,50,1.8,-0.36
"2033",0,24,0.1,50,1.8,-0.36
"2034",0,24,0.15,50,1.8,-0.53
"2035",0,24,0.2,50,1.8,-0.75
"2036",0,25,0,50,1.8,-0.01
"2037",0,25,0.1,50,1.8,-0.01
"2038",0,25,0.15,50,1.8,-0.2
"2039",0,25,0.2,50,1.8,-0.4
"2040",0,26,0,50,1.8,0.32
"2041",0,26,0.1,50,1.8,0.32
"2042",0,26,0.15,50,1.8,0.13
"2043",0,26,0.2,50,1.8,-0.04
"2044",0,27,0,50,1.8,0.66
"2045",0,27,0.1,50,1.8,0.63
"2046",0,27,0.15,50,1.8,0.46
"2047",0,27,0.2,50,1.8,0.32
"2048",0,28,0,50,1.8,0.99
"2049",0,28,0.1,50,1.8,0.94
"2050",0,28,0.15,50,1.8,0.8
"2051",0,28,0.2,50,1.8,0.68
"2052",0,29,0,50,1.8,1.31
"2053",0,29,0.1,50,1.8,1.25
"2054",0,29,0.15,50,1.8,1.13
"2055",0,29,0.2,50,1.8,1.04
"2056",0.25,16,0,50,1.8,-1.79
"2057",0.25,16,0.1,50,1.8,-1.79
"2058",0.25,16,0.15,50,1.8,-1.86
"2059",0.25,16,0.2,50,1.8,-2.09
"2060",0.25,16,0.3,50,1.8,-2.46
"2061",0.25,18,0,50,1.8,-1.28
"2062",0.25,18,0.1,50,1.8,-1.28
"2063",0.25,18,0.15,50,1.8,-1.38
"2064",0.25,18,0.2,50,1.8,-1.58
"2065",0.25,18,0.3,50,1.8,-1.9
"2066",0.25,18,0.4,50,1.8,-2.16
"2067",0.25,18,0.5,50,1.8,-2.36
"2068",0.25,20,0,50,1.8,-0.76
"2069",0.25,20,0.1,50,1.8,-0.76
"2070",0.25,20,0.15,50,1.8,-0.89
"2071",0.25,20,0.2,50,1.8,-1.06
"2072",0.25,20,0.3,50,1.8,-1.34
"2073",0.25,20,0.4,50,1.8,-1.56
