"","PMV","PPD"
"1",-0.753737098669569,16.9650595553797
"2",0.765230912232228,17.3361929145938
"3",0.43456115138533,8.93876658403573
"4",-0.0149877812119847,5.00465007446348
"5",-0.55430645109472,11.4329003293
"6",-0.601286669597643,12.5809511004693
"7",0.360034399067417,7.6977734659252
"8",0.11842641625707,5.29050217548044
"9",0.0512511344579974,5.05437997123406
"10",-0.166834332923335,5.57688047777185
"11",0.0459080226905514,5.04363139330515
"12",1.17101548855055,33.8433300748586
"13",0.950954601098173,24.1007807456262
